D,H,a_s,G,L,Ug,m,Y_in,X_in,kLa_true,kLa_meas,Y_out,X_out,NtOG,HtOG
0.796560443700367,4.669345177644497,350.50927196898385,7.003943487687702,4.799449659593711,14.054496116057049,4.037289373746292,0.19514884797571444,0.03805698509951765,0.3230204708292268,0.30097641873940034,0.17108204847014766,0.04195934232845903,1.9381433793098344,2.4091845977384936
0.4337182218093232,9.304267394061718,275.35279202823256,8.245339971381217,22.226368521483824,55.808885360657946,0.787177652468789,0.046220505635170606,0.027729239350791742,1.0126638873831961,1.0086192340151572,0.022595003543453916,0.028703059135824157,10.284458929654575,0.9046919685033267
0.7822789660768364,3.8679966972337496,389.74430853821616,8.941899101089756,38.941336503980715,18.604438944697264,0.6971169460425295,0.03973310286254155,0.02333605018635171,0.4146797032535687,0.4289719213081858,0.021136331183806742,0.023810525871763646,1.6144017439866634,2.395931936792622
0.7702859403170355,9.691342458124995,164.0388753483532,3.767551089745202,23.530834982662817,8.084726394736917,2.640672168016702,0.03870480045777286,0.006496075266773583,0.17621812958368535,0.18538982911897367,0.018408427458527117,0.006857150531385711,4.0796028518278575,2.3755602714564317
0.49343672698509766,8.410442862549456,295.0927857007872,3.1924297496822067,41.62976408962054,16.694311979982718,1.7974764676860984,0.1611481071418636,0.019373918951508723,0.4235464897042869,0.4311227384880485,0.036734365396453784,0.020434010181647366,10.042483147769532,0.8374863804891327
0.2799173822275975,0.5699415626345523,325.42353212574847,6.682023480261118,35.28775239345412,108.58213582540851,3.059335381788022,0.1563650771733716,0.022945788776916998,1.4762642125823657,1.6528184811972693,0.099642246695628,0.024139225465006676,1.133258362829044,0.5029228826613362
0.7015626656114244,4.975413958359759,247.83263726841608,7.6734886884186535,31.77244416802948,19.850435389926147,1.8677754412817549,0.11116230073094117,0.027960358037270677,0.35264161749896067,0.3395980587774585,0.06150307138479137,0.029292957697278025,2.0578439449397554,2.417780012226826
0.2931262055375763,4.381022115384043,348.69107564385814,2.4160009100668733,3.0093068102843943,35.801227702697844,3.478624316271028,0.05699539451237731,0.01467968788833418,0.7480587239013746,0.7575464838209398,0.052469538028763744,0.015083415910639794,12.208338247829793,0.3588549093618432
0.6978821862946488,4.360675183680669,334.90713463311215,1.7530319070862688,1.2333324493796378,4.582850747659406,2.578447536131243,0.01891952429435271,0.03611796752982251,0.1481908868211233,0.14833900798386765,0.07115902936439734,0.027867734661930838,3.317629804664087,1.314394745775705
0.2370808924418516,7.115043563238492,206.15469645091073,3.872110138355177,15.145453248479038,87.71315118445631,0.8944246369224544,0.1264262360306588,0.018090630527669523,0.9672506700443483,0.8900836570685775,0.0189124014833042,0.02114475877133938,15.996000545517807,0.44480140788890715
0.9177226216368464,7.147217771202121,143.05448651083185,9.694846135742466,38.95967010789315,14.656428894049963,1.7250870283032156,0.14366114764264012,0.022468075107189435,0.24516195193054707,0.23851251107800314,0.06174934368247723,0.024732873933188147,1.6266408477392236,4.393851157206117
0.51019866085025,2.422451965554688,157.08481845272837,5.83427373252477,8.920961868667662,28.537655530869255,3.7375833017792157,0.17146624253438272,0.03792597649176051,0.4922865568039047,0.4931471582021858,0.150350835429272,0.03946035344994226,1.8396231178661706,1.3168197018328622
0.625688172021462,6.6735427147707895,79.55551239896118,4.2164932814890355,2.1765472757084345,13.713415693935325,1.150358849897211,0.09930417302965927,0.016493060616639268,0.1975718988506596,0.17878260493657355,0.03683898591033948,0.02993861903003865,2.8143150631971703,2.3712848650239664
0.2535336716831975,9.288641124579573,253.37139889513824,3.5340110648948873,29.586683024922696,70.0014009474681,2.670365466243051,0.005537970334909803,0.04792796066207227,1.1391836614314088,1.2155660688199579,0.12379411434848675,0.04635849134266504,26.94762752731246,0.3446923524219278
0.5379924977543443,5.161716446367949,378.239259241244,5.760107718523146,23.727121112741997,25.338930757348766,2.84302581112192,0.054128156955286826,0.01657844986712761,0.5693188845239152,0.5629064916914585,0.047677507684357974,0.016752448757250987,4.591574522161128,1.124171331958987
0.843662731774922,9.013527332477784,99.08718114951377,5.584957821036589,5.517929482658633,9.99061645416625,3.467401856113558,0.13477577851492253,0.014061689191950416,0.21591204247579682,0.21816226951689827,0.07368132838488325,0.02093242109214401,3.13613144944923,2.8740910506343322
0.1969668513603069,9.202112528807275,130.57489681320828,0.4703843061441798,27.787138222635022,15.437488859651713,4.137131624289358,0.07481353448862532,0.04148948715662066,0.2699831991432561,0.29010392412336083,0.17089977002929946,0.04130875822899524,47.53505106902748,0.19358583449178035
0.3618260543261068,5.393042727701288,139.58778169866096,9.366831343484737,8.313930097342705,91.09680524994684,4.9656900382512665,0.009937213259073468,0.021754853000151897,1.2231565176201358,1.3776745785957674,0.07042450725164145,0.014182898800413339,6.338196566442971,0.8508796896980809
0.9017132417906724,8.9877430771297,231.60042613525718,3.227697613124851,38.6234203623383,5.054358758477614,0.9251000062768187,0.13267059137038445,0.018682886443685504,0.1741599924808116,0.17671296113751506,0.01966784617813727,0.019732159678283834,4.364642878349598,2.059216143824847
0.9431318354804012,2.789220462554005,92.96527634402011,8.32801545403657,7.7488873995622525,11.92083924764214,4.43552918376859,0.03667439332339008,0.029969139576042178,0.20472583007536438,0.19007193154363736,0.07511636485078096,0.025378583302808958,0.6171013128517998,4.5198744589599205
